country,year,sex,age,suicides_no,population,country-year
Antigua and Barbuda,2002,female,15-24 years,0,7196,Antigua and Barbuda2002
Antigua and Barbuda,2002,female,25-34 years,0,8155,Antigua and Barbuda2002
Antigua and Barbuda,2002,female,35-54 years,0,11760,Antigua and Barbuda2002
Antigua and Barbuda,2002,female,5-14 years,0,8408,Antigua and Barbuda2002
Antigua and Barbuda,2002,female,55-74 years,0,4050,Antigua and Barbuda2002
Antigua and Barbuda,2002,female,75+ years,0,1547,Antigua and Barbuda2002
Antigua and Barbuda,2002,male,15-24 years,0,6416,Antigua and Barbuda2002
Antigua and Barbuda,2002,male,25-34 years,0,6921,Antigua and Barbuda2002
Antigua and Barbuda,2002,male,35-54 years,0,10604,Antigua and Barbuda2002
Antigua and Barbuda,2002,male,5-14 years,0,7980,Antigua and Barbuda2002
Antigua and Barbuda,2002,male,55-74 years,0,3527,Antigua and Barbuda2002
Antigua and Barbuda,2002,male,75+ years,0,1024,Antigua and Barbuda2002
Antigua and Barbuda,2003,male,55-74 years,1,3594,Antigua and Barbuda2003
Antigua and Barbuda,2003,female,15-24 years,0,7454,Antigua and Barbuda2003
Antigua and Barbuda,2003,female,25-34 years,0,7831,Antigua and Barbuda2003
Antigua and Barbuda,2003,female,35-54 years,0,12129,Antigua and Barbuda2003
Antigua and Barbuda,2003,female,5-14 years,0,8423,Antigua and Barbuda2003
Antigua and Barbuda,2003,female,55-74 years,0,4054,Antigua and Barbuda2003
Antigua and Barbuda,2003,female,75+ years,0,1583,Antigua and Barbuda2003
Antigua and Barbuda,2003,male,15-24 years,0,6730,Antigua and Barbuda2003
Antigua and Barbuda,2003,male,25-34 years,0,6734,Antigua and Barbuda2003
Antigua and Barbuda,2003,male,35-54 years,0,10997,Antigua and Barbuda2003
Antigua and Barbuda,2003,male,5-14 years,0,8061,Antigua and Barbuda2003
Antigua and Barbuda,2003,male,75+ years,0,1068,Antigua and Barbuda2003
Antigua and Barbuda,2004,male,55-74 years,1,3665,Antigua and Barbuda2004
Antigua and Barbuda,2004,male,35-54 years,1,11406,Antigua and Barbuda2004
Antigua and Barbuda,2004,female,15-24 years,0,7648,Antigua and Barbuda2004
Antigua and Barbuda,2004,female,25-34 years,0,7531,Antigua and Barbuda2004
Antigua and Barbuda,2004,female,35-54 years,0,12492,Antigua and Barbuda2004
Antigua and Barbuda,2004,female,5-14 years,0,8488,Antigua and Barbuda2004
Antigua and Barbuda,2004,female,55-74 years,0,4088,Antigua and Barbuda2004
Antigua and Barbuda,2004,female,75+ years,0,1590,Antigua and Barbuda2004
Antigua and Barbuda,2004,male,15-24 years,0,6968,Antigua and Barbuda2004
Antigua and Barbuda,2004,male,25-34 years,0,6556,Antigua and Barbuda2004
Antigua and Barbuda,2004,male,5-14 years,0,8196,Antigua and Barbuda2004
Antigua and Barbuda,2004,male,75+ years,0,1094,Antigua and Barbuda2004
Antigua and Barbuda,2005,female,15-24 years,0,7780,Antigua and Barbuda2005
Antigua and Barbuda,2005,female,25-34 years,0,7327,Antigua and Barbuda2005
Antigua and Barbuda,2005,female,35-54 years,0,12835,Antigua and Barbuda2005
Antigua and Barbuda,2005,female,5-14 years,0,8584,Antigua and Barbuda2005
Antigua and Barbuda,2005,female,55-74 years,0,4157,Antigua and Barbuda2005
Antigua and Barbuda,2005,female,75+ years,0,1575,Antigua and Barbuda2005
Antigua and Barbuda,2005,male,15-24 years,0,7113,Antigua and Barbuda2005
Antigua and Barbuda,2005,male,25-34 years,0,6444,Antigua and Barbuda2005
Antigua and Barbuda,2005,male,35-54 years,0,11778,Antigua and Barbuda2005
Antigua and Barbuda,2005,male,5-14 years,0,8358,Antigua and Barbuda2005
Antigua and Barbuda,2005,male,55-74 years,0,3748,Antigua and Barbuda2005
Antigua and Barbuda,2005,male,75+ years,0,1110,Antigua and Barbuda2005
Antigua and Barbuda,2006,female,15-24 years,0,7902,Antigua and Barbuda2006
Antigua and Barbuda,2006,female,25-34 years,0,7098,Antigua and Barbuda2006
Antigua and Barbuda,2006,female,35-54 years,0,13374,Antigua and Barbuda2006
Antigua and Barbuda,2006,female,5-14 years,0,8571,Antigua and Barbuda2006
Antigua and Barbuda,2006,female,55-74 years,0,4256,Antigua and Barbuda2006
Antigua and Barbuda,2006,female,75+ years,0,1573,Antigua and Barbuda2006
Antigua and Barbuda,2006,male,15-24 years,0,7239,Antigua and Barbuda2006
Antigua and Barbuda,2006,male,25-34 years,0,6319,Antigua and Barbuda2006
Antigua and Barbuda,2006,male,35-54 years,0,12202,Antigua and Barbuda2006
Antigua and Barbuda,2006,male,5-14 years,0,8485,Antigua and Barbuda2006
Antigua and Barbuda,2006,male,55-74 years,0,3847,Antigua and Barbuda2006
Antigua and Barbuda,2006,male,75+ years,0,1107,Antigua and Barbuda2006
Antigua and Barbuda,2007,male,35-54 years,1,12530,Antigua and Barbuda2007
Antigua and Barbuda,2007,female,15-24 years,0,8013,Antigua and Barbuda2007
Antigua and Barbuda,2007,female,25-34 years,0,6962,Antigua and Barbuda2007
Antigua and Barbuda,2007,female,35-54 years,0,13860,Antigua and Barbuda2007
Antigua and Barbuda,2007,female,5-14 years,0,8555,Antigua and Barbuda2007
Antigua and Barbuda,2007,female,55-74 years,0,4400,Antigua and Barbuda2007
Antigua and Barbuda,2007,female,75+ years,0,1568,Antigua and Barbuda2007
Antigua and Barbuda,2007,male,15-24 years,0,7330,Antigua and Barbuda2007
Antigua and Barbuda,2007,male,25-34 years,0,6267,Antigua and Barbuda2007
Antigua and Barbuda,2007,male,5-14 years,0,8564,Antigua and Barbuda2007
Antigua and Barbuda,2007,male,55-74 years,0,3988,Antigua and Barbuda2007
Antigua and Barbuda,2007,male,75+ years,0,1094,Antigua and Barbuda2007
Antigua and Barbuda,2008,female,15-24 years,0,8108,Antigua and Barbuda2008
Antigua and Barbuda,2008,female,25-34 years,0,6910,Antigua and Barbuda2008
Antigua and Barbuda,2008,female,35-54 years,0,14278,Antigua and Barbuda2008
Antigua and Barbuda,2008,female,5-14 years,0,8537,Antigua and Barbuda2008
Antigua and Barbuda,2008,female,55-74 years,0,4587,Antigua and Barbuda2008
Antigua and Barbuda,2008,female,75+ years,0,1567,Antigua and Barbuda2008
Antigua and Barbuda,2008,male,15-24 years,0,7404,Antigua and Barbuda2008
Antigua and Barbuda,2008,male,25-34 years,0,6274,Antigua and Barbuda2008
Antigua and Barbuda,2008,male,35-54 years,0,12782,Antigua and Barbuda2008
Antigua and Barbuda,2008,male,5-14 years,0,8599,Antigua and Barbuda2008
Antigua and Barbuda,2008,male,55-74 years,0,4158,Antigua and Barbuda2008
Antigua and Barbuda,2008,male,75+ years,0,1069,Antigua and Barbuda2008
Antigua and Barbuda,2009,female,15-24 years,0,8199,Antigua and Barbuda2009
Antigua and Barbuda,2009,female,25-34 years,0,6917,Antigua and Barbuda2009
Antigua and Barbuda,2009,female,35-54 years,0,14629,Antigua and Barbuda2009
Antigua and Barbuda,2009,female,5-14 years,0,8514,Antigua and Barbuda2009
Antigua and Barbuda,2009,female,55-74 years,0,4793,Antigua and Barbuda2009
Antigua and Barbuda,2009,female,75+ years,0,1571,Antigua and Barbuda2009
Antigua and Barbuda,2009,male,15-24 years,0,7489,Antigua and Barbuda2009
Antigua and Barbuda,2009,male,25-34 years,0,6325,Antigua and Barbuda2009
Antigua and Barbuda,2009,male,35-54 years,0,12978,Antigua and Barbuda2009
Antigua and Barbuda,2009,male,5-14 years,0,8599,Antigua and Barbuda2009
Antigua and Barbuda,2009,male,55-74 years,0,4349,Antigua and Barbuda2009
Antigua and Barbuda,2009,male,75+ years,0,1042,Antigua and Barbuda2009
Antigua and Barbuda,2012,female,15-24 years,0,8435,Antigua and Barbuda2012
Antigua and Barbuda,2012,female,25-34 years,0,7215,Antigua and Barbuda2012
Antigua and Barbuda,2012,female,35-54 years,0,15193,Antigua and Barbuda2012
Antigua and Barbuda,2012,female,5-14 years,0,8401,Antigua and Barbuda2012
Antigua and Barbuda,2012,female,55-74 years,0,5512,Antigua and Barbuda2012
Antigua and Barbuda,2012,female,75+ years,0,1625,Antigua and Barbuda2012
Antigua and Barbuda,2012,male,15-24 years,0,7893,Antigua and Barbuda2012
Antigua and Barbuda,2012,male,25-34 years,0,6629,Antigua and Barbuda2012
Antigua and Barbuda,2012,male,35-54 years,0,13280,Antigua and Barbuda2012
Antigua and Barbuda,2012,male,5-14 years,0,8475,Antigua and Barbuda2012
Antigua and Barbuda,2012,male,55-74 years,0,4994,Antigua and Barbuda2012
Antigua and Barbuda,2012,male,75+ years,0,1051,Antigua and Barbuda2012
Antigua and Barbuda,2013,female,15-24 years,0,8494,Antigua and Barbuda2013
Antigua and Barbuda,2013,female,25-34 years,0,7397,Antigua and Barbuda2013
Antigua and Barbuda,2013,female,35-54 years,0,15236,Antigua and Barbuda2013
Antigua and Barbuda,2013,female,5-14 years,0,8353,Antigua and Barbuda2013
Antigua and Barbuda,2013,female,55-74 years,0,5787,Antigua and Barbuda2013
Antigua and Barbuda,2013,female,75+ years,0,1652,Antigua and Barbuda2013
Antigua and Barbuda,2013,male,15-24 years,0,8061,Antigua and Barbuda2013
Antigua and Barbuda,2013,male,25-34 years,0,6782,Antigua and Barbuda2013
Antigua and Barbuda,2013,male,35-54 years,0,13302,Antigua and Barbuda2013
Antigua and Barbuda,2013,male,5-14 years,0,8405,Antigua and Barbuda2013
Antigua and Barbuda,2013,male,55-74 years,0,5238,Antigua and Barbuda2013
Antigua and Barbuda,2013,male,75+ years,0,1072,Antigua and Barbuda2013
Antigua and Barbuda,2014,female,15-24 years,0,8537,Antigua and Barbuda2014
Antigua and Barbuda,2014,female,25-34 years,0,7578,Antigua and Barbuda2014
Antigua and Barbuda,2014,female,35-54 years,0,15273,Antigua and Barbuda2014
Antigua and Barbuda,2014,female,5-14 years,0,8296,Antigua and Barbuda2014
Antigua and Barbuda,2014,female,55-74 years,0,6085,Antigua and Barbuda2014
Antigua and Barbuda,2014,female,75+ years,0,1686,Antigua and Barbuda2014
Antigua and Barbuda,2014,male,15-24 years,0,8208,Antigua and Barbuda2014
Antigua and Barbuda,2014,male,25-34 years,0,6928,Antigua and Barbuda2014
Antigua and Barbuda,2014,male,35-54 years,0,13325,Antigua and Barbuda2014
Antigua and Barbuda,2014,male,5-14 years,0,8335,Antigua and Barbuda2014
Antigua and Barbuda,2014,male,55-74 years,0,5503,Antigua and Barbuda2014
Antigua and Barbuda,2014,male,75+ years,0,1083,Antigua and Barbuda2014
Antigua and Barbuda,2015,female,55-74 years,1,6403,Antigua and Barbuda2015
Antigua and Barbuda,2015,female,15-24 years,0,8561,Antigua and Barbuda2015
Antigua and Barbuda,2015,female,25-34 years,0,7740,Antigua and Barbuda2015
Antigua and Barbuda,2015,female,35-54 years,0,15323,Antigua and Barbuda2015
Antigua and Barbuda,2015,female,5-14 years,0,8239,Antigua and Barbuda2015
Antigua and Barbuda,2015,female,75+ years,0,1724,Antigua and Barbuda2015
Antigua and Barbuda,2015,male,15-24 years,0,8331,Antigua and Barbuda2015
Antigua and Barbuda,2015,male,25-34 years,0,7059,Antigua and Barbuda2015
Antigua and Barbuda,2015,male,35-54 years,0,13370,Antigua and Barbuda2015
Antigua and Barbuda,2015,male,5-14 years,0,8268,Antigua and Barbuda2015
Antigua and Barbuda,2015,male,55-74 years,0,5784,Antigua and Barbuda2015
Antigua and Barbuda,2015,male,75+ years,0,1087,Antigua and Barbuda2015
Argentina,1985,male,75+ years,202,363000,Argentina1985
Argentina,1985,male,55-74 years,485,1997000,Argentina1985
Argentina,1985,male,35-54 years,414,3346300,Argentina1985
Argentina,1985,female,55-74 years,210,2304000,Argentina1985
Argentina,1985,male,25-34 years,177,2234200,Argentina1985
Argentina,1985,female,75+ years,41,537000,Argentina1985
Argentina,1985,male,15-24 years,156,2415200,Argentina1985
Argentina,1985,female,35-54 years,142,3355300,Argentina1985
Argentina,1985,female,25-34 years,65,2185200,Argentina1985
Argentina,1985,female,15-24 years,69,2354200,Argentina1985
Argentina,1985,male,5-14 years,16,3044200,Argentina1985
Argentina,1985,female,5-14 years,11,2955200,Argentina1985
Argentina,1986,male,75+ years,230,365000,Argentina1986
Argentina,1986,male,55-74 years,530,2008300,Argentina1986
Argentina,1986,male,35-54 years,478,3365200,Argentina1986
Argentina,1986,male,25-34 years,209,2246900,Argentina1986
Argentina,1986,female,75+ years,48,540200,Argentina1986
Argentina,1986,female,55-74 years,201,2317100,Argentina1986
Argentina,1986,male,15-24 years,186,2428900,Argentina1986
Argentina,1986,female,35-54 years,188,3374300,Argentina1986
Argentina,1986,female,25-34 years,96,2197600,Argentina1986
Argentina,1986,female,15-24 years,101,2367600,Argentina1986
Argentina,1986,male,5-14 years,10,3061400,Argentina1986
Argentina,1986,female,5-14 years,7,2971900,Argentina1986
Argentina,1987,male,75+ years,200,369800,Argentina1987
Argentina,1987,male,55-74 years,532,2034500,Argentina1987
Argentina,1987,male,35-54 years,482,3409100,Argentina1987
Argentina,1987,female,75+ years,57,547000,Argentina1987
Argentina,1987,female,55-74 years,224,2347300,Argentina1987
Argentina,1987,male,25-34 years,192,2276200,Argentina1987
Argentina,1987,male,15-24 years,179,2460600,Argentina1987
Argentina,1987,female,35-54 years,209,3418300,Argentina1987
Argentina,1987,female,25-34 years,89,2226200,Argentina1987
Argentina,1987,female,15-24 years,93,2398400,Argentina1987
Argentina,1987,male,5-14 years,15,3101300,Argentina1987
Argentina,1987,female,5-14 years,14,3010700,Argentina1987
Argentina,1988,male,75+ years,216,392000,Argentina1988
Argentina,1988,male,55-74 years,550,2079000,Argentina1988
Argentina,1988,male,35-54 years,477,3503000,Argentina1988
Argentina,1988,female,75+ years,61,602000,Argentina1988
Argentina,1988,female,55-74 years,233,2412000,Argentina1988
Argentina,1988,male,25-34 years,215,2276000,Argentina1988
Argentina,1988,male,15-24 years,211,2524000,Argentina1988
Argentina,1988,female,35-54 years,198,3508000,Argentina1988
Argentina,1988,female,15-24 years,101,2459000,Argentina1988
Argentina,1988,female,25-34 years,61,2228000,Argentina1988
Argentina,1988,male,5-14 years,20,3210000,Argentina1988
Argentina,1988,female,5-14 years,11,3115000,Argentina1988
Argentina,1989,male,75+ years,208,400000,Argentina1989
Argentina,1989,male,55-74 years,548,2105000,Argentina1989
Argentina,1989,male,35-54 years,462,3561000,Argentina1989
Argentina,1989,female,75+ years,65,622000,Argentina1989
Argentina,1989,male,25-34 years,219,2287000,Argentina1989
Argentina,1989,female,55-74 years,201,2446000,Argentina1989
Argentina,1989,male,15-24 years,186,2575000,Argentina1989
Argentina,1989,female,35-54 years,166,3563000,Argentina1989
Argentina,1989,female,25-34 years,83,2240000,Argentina1989
Argentina,1989,female,15-24 years,80,2509000,Argentina1989
Argentina,1989,male,5-14 years,18,3245000,Argentina1989
Argentina,1989,female,5-14 years,11,3149000,Argentina1989
Argentina,1990,male,75+ years,226,411100,Argentina1990
Argentina,1990,male,55-74 years,502,2128000,Argentina1990
Argentina,1990,male,35-54 years,439,3619000,Argentina1990
Argentina,1990,female,75+ years,61,643000,Argentina1990
Argentina,1990,male,25-34 years,182,2297000,Argentina1990
Argentina,1990,female,55-74 years,190,2477000,Argentina1990
Argentina,1990,male,15-24 years,174,2635000,Argentina1990
Argentina,1990,female,35-54 years,163,3622000,Argentina1990
Argentina,1990,female,15-24 years,91,2568000,Argentina1990
Argentina,1990,female,25-34 years,76,2251000,Argentina1990
Argentina,1990,male,5-14 years,22,3269000,Argentina1990
Argentina,1990,female,5-14 years,14,3171000,Argentina1990
Argentina,1991,male,75+ years,184,396000,Argentina1991
Argentina,1991,male,55-74 years,449,2130000,Argentina1991
Argentina,1991,male,35-54 years,398,3580000,Argentina1991
Argentina,1991,male,25-34 years,214,2277000,Argentina1991
Argentina,1991,female,75+ years,50,658000,Argentina1991
Argentina,1991,female,55-74 years,169,2508000,Argentina1991
Argentina,1991,male,15-24 years,179,2738000,Argentina1991
Argentina,1991,female,35-54 years,133,3691000,Argentina1991
Argentina,1991,female,25-34 years,77,2310000,Argentina1991
Argentina,1991,female,15-24 years,61,2689000,Argentina1991
Argentina,1991,male,5-14 years,28,3369000,Argentina1991
Argentina,1991,female,5-14 years,9,3277000,Argentina1991
Argentina,1992,male,75+ years,194,404900,Argentina1992
Argentina,1992,male,55-74 years,500,2150500,Argentina1992
Argentina,1992,male,35-54 years,488,3616600,Argentina1992
Argentina,1992,male,25-34 years,227,2306200,Argentina1992
Argentina,1992,male,15-24 years,249,2834100,Argentina1992
Argentina,1992,female,75+ years,46,678000,Argentina1992
Argentina,1992,female,55-74 years,147,2538400,Argentina1992
Argentina,1992,female,35-54 years,140,3755500,Argentina1992
Argentina,1992,female,25-34 years,79,2329100,Argentina1992
Argentina,1992,female,15-24 years,79,2783500,Argentina1992
Argentina,1992,male,5-14 years,22,3371800,Argentina1992
Argentina,1992,female,5-14 years,13,3276800,Argentina1992
Argentina,1993,male,75+ years,229,413600,Argentina1993
Argentina,1993,male,55-74 years,520,2171500,Argentina1993
Argentina,1993,male,35-54 years,495,3672300,Argentina1993
Argentina,1993,male,25-34 years,233,2336300,Argentina1993
Argentina,1993,female,75+ years,58,698400,Argentina1993
Argentina,1993,male,15-24 years,235,2932300,Argentina1993
Argentina,1993,female,55-74 years,126,2568300,Argentina1993
Argentina,1993,female,35-54 years,144,3820400,Argentina1993
Argentina,1993,female,25-34 years,76,2347800,Argentina1993
Argentina,1993,female,15-24 years,73,2879300,Argentina1993
Argentina,1993,male,5-14 years,25,3367500,Argentina1993
Argentina,1993,female,5-14 years,16,3269800,Argentina1993
Argentina,1994,male,75+ years,192,423100,Argentina1994
Argentina,1994,male,55-74 years,509,2192500,Argentina1994
Argentina,1994,male,35-54 years,527,3729600,Argentina1994
Argentina,1994,male,25-34 years,226,2369000,Argentina1994
Argentina,1994,male,15-24 years,250,3027200,Argentina1994
Argentina,1994,female,55-74 years,135,2597400,Argentina1994
Argentina,1994,female,75+ years,34,719700,Argentina1994
Argentina,1994,female,35-54 years,160,3885600,Argentina1994
Argentina,1994,female,15-24 years,98,2971300,Argentina1994
Argentina,1994,female,25-34 years,72,2369900,Argentina1994
Argentina,1994,male,5-14 years,27,3363000,Argentina1994
Argentina,1994,female,5-14 years,11,3262900,Argentina1994
Argentina,1995,male,75+ years,190,433800,Argentina1995
Argentina,1995,male,55-74 years,515,2214000,Argentina1995
Argentina,1995,male,35-54 years,485,3787800,Argentina1995
Argentina,1995,male,25-34 years,218,2404900,Argentina1995
Argentina,1995,male,15-24 years,277,3112100,Argentina1995
Argentina,1995,female,75+ years,49,742200,Argentina1995
Argentina,1995,female,55-74 years,134,2625900,Argentina1995
Argentina,1995,female,35-54 years,139,3950100,Argentina1995
Argentina,1995,female,15-24 years,101,3053300,Argentina1995
Argentina,1995,female,25-34 years,62,2396900,Argentina1995
