country,year,sex,age,suicides_no,population,suicides/100k pop,HDI for year, gdp_for_year ($) ,gdp_per_capita ($)
Australia,2000,male,15-24 years,271,1333011,20.33,0.898,"415,034,227,218",23219
Australia,2000,male,55-74 years,281,1522620,18.46,0.898,"415,034,227,218",23219
Australia,2000,female,25-34 years,106,1445332,7.33,0.898,"415,034,227,218",23219
Australia,2000,female,35-54 years,200,2782583,7.19,0.898,"415,034,227,218",23219
Australia,2000,female,15-24 years,78,1285283,6.07,0.898,"415,034,227,218",23219
Australia,2000,female,55-74 years,87,1549060,5.62,0.898,"415,034,227,218",23219
Australia,2000,female,75+ years,33,652895,5.05,0.898,"415,034,227,218",23219
Australia,2000,male,5-14 years,8,1377301,0.58,0.898,"415,034,227,218",23219
Australia,2000,female,5-14 years,1,1309796,0.08,0.898,"415,034,227,218",23219
Australia,2010,male,35-54 years,816,3076853,26.52,0.927,"1,144,260,547,873",54887
Australia,2010,male,75+ years,151,582009,25.94,0.927,"1,144,260,547,873",54887
Australia,2010,male,25-34 years,311,1606526,19.36,0.927,"1,144,260,547,873",54887
Australia,2010,male,55-74 years,360,2051197,17.55,0.927,"1,144,260,547,873",54887
Australia,2010,male,15-24 years,222,1618860,13.71,0.927,"1,144,260,547,873",54887
Australia,2010,female,35-54 years,228,3132534,7.28,0.927,"1,144,260,547,873",54887
Australia,2010,female,25-34 years,94,1579905,5.95,0.927,"1,144,260,547,873",54887
Australia,2010,female,75+ years,43,805401,5.34,0.927,"1,144,260,547,873",54887
Australia,2010,female,15-24 years,80,1521652,5.26,0.927,"1,144,260,547,873",54887
Australia,2010,female,55-74 years,104,2103428,4.94,0.927,"1,144,260,547,873",54887
Australia,2010,male,5-14 years,7,1420846,0.49,0.927,"1,144,260,547,873",54887
Australia,2010,female,5-14 years,4,1348336,0.3,0.927,"1,144,260,547,873",54887
Australia,2011,male,75+ years,146,588053,24.83,0.93,"1,394,280,784,778",66770
Australia,2011,male,35-54 years,704,3072726,22.91,0.93,"1,394,280,784,778",66770
Australia,2011,male,25-34 years,347,1610295,21.55,0.93,"1,394,280,784,778",66770
Australia,2011,male,55-74 years,366,2104816,17.39,0.93,"1,394,280,784,778",66770
Australia,2011,male,15-24 years,242,1570069,15.41,0.93,"1,394,280,784,778",66770
Australia,2011,female,35-54 years,230,3124328,7.36,0.93,"1,394,280,784,778",66770
Australia,2011,female,15-24 years,93,1495053,6.22,0.93,"1,394,280,784,778",66770
Australia,2011,female,55-74 years,118,2139108,5.52,0.93,"1,394,280,784,778",66770
Australia,2011,female,75+ years,45,817927,5.5,0.93,"1,394,280,784,778",66770
Australia,2011,female,25-34 years,85,1584036,5.37,0.93,"1,394,280,784,778",66770
Australia,2011,female,5-14 years,9,1351751,0.67,0.93,"1,394,280,784,778",66770
Australia,2011,male,5-14 years,7,1423748,0.49,0.93,"1,394,280,784,778",66770
Australia,2012,male,75+ years,158,606842,26.04,0.932,"1,543,411,012,580",72669
Australia,2012,male,35-54 years,802,3098534,25.88,0.932,"1,543,411,012,580",72669
Australia,2012,male,25-34 years,351,1657638,21.17,0.932,"1,543,411,012,580",72669
Australia,2012,male,55-74 years,396,2162980,18.31,0.932,"1,543,411,012,580",72669
Australia,2012,male,15-24 years,217,1579672,13.74,0.932,"1,543,411,012,580",72669
Australia,2012,female,35-54 years,258,3149749,8.19,0.932,"1,543,411,012,580",72669
Australia,2012,female,15-24 years,109,1503934,7.25,0.932,"1,543,411,012,580",72669
Australia,2012,female,75+ years,52,832122,6.25,0.932,"1,543,411,012,580",72669
Australia,2012,female,25-34 years,98,1630077,6.01,0.932,"1,543,411,012,580",72669
Australia,2012,female,55-74 years,123,2206179,5.58,0.932,"1,543,411,012,580",72669
Australia,2012,female,5-14 years,10,1368580,0.73,0.932,"1,543,411,012,580",72669
Australia,2012,male,5-14 years,6,1442602,0.42,0.932,"1,543,411,012,580",72669
Australia,2013,male,75+ years,160,627275,25.51,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,male,35-54 years,754,3118829,24.18,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,male,25-34 years,329,1702401,19.33,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,male,55-74 years,418,2221866,18.81,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,male,15-24 years,267,1591539,16.78,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,female,35-54 years,275,3171477,8.67,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,female,55-74 years,145,2276104,6.37,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,female,15-24 years,95,1512779,6.28,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,female,25-34 years,95,1676648,5.67,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,female,75+ years,48,847577,5.66,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,male,5-14 years,16,1464302,1.09,0.9329999999999999,"1,573,696,522,007",72856
Australia,2013,female,5-14 years,6,1389383,0.43,0.9329999999999999,"1,573,696,522,007",72856
Australia,2014,male,35-54 years,866,3130341,27.66,0.935,"1,464,955,475,994",66809
Australia,2014,male,75+ years,164,649925,25.23,0.935,"1,464,955,475,994",66809
Australia,2014,male,25-34 years,404,1730968,23.34,0.935,"1,464,955,475,994",66809
Australia,2014,male,55-74 years,471,2279114,20.67,0.935,"1,464,955,475,994",66809
Australia,2014,male,15-24 years,271,1604935,16.89,0.935,"1,464,955,475,994",66809
Australia,2014,female,35-54 years,277,3189475,8.68,0.935,"1,464,955,475,994",66809
Australia,2014,female,25-34 years,119,1716803,6.93,0.935,"1,464,955,475,994",66809
Australia,2014,female,55-74 years,157,2344644,6.7,0.935,"1,464,955,475,994",66809
Australia,2014,female,15-24 years,96,1520955,6.31,0.935,"1,464,955,475,994",66809
Australia,2014,female,75+ years,45,865915,5.2,0.935,"1,464,955,475,994",66809
Australia,2014,female,5-14 years,15,1408758,1.06,0.935,"1,464,955,475,994",66809
Australia,2014,male,5-14 years,6,1485754,0.4,0.935,"1,464,955,475,994",66809
Austria,1985,male,75+ years,152,156535,97.1,0.764,"69,386,774,475",9759
Austria,1985,male,55-74 years,355,584253,60.76,0.764,"69,386,774,475",9759
Austria,1985,male,35-54 years,515,940526,54.76,0.764,"69,386,774,475",9759
Austria,1985,male,25-34 years,232,548783,42.28,0.764,"69,386,774,475",9759
Austria,1985,female,75+ years,110,339223,32.43,0.764,"69,386,774,475",9759
Austria,1985,male,15-24 years,207,653728,31.66,0.764,"69,386,774,475",9759
Austria,1985,female,55-74 years,220,842978,26.1,0.764,"69,386,774,475",9759
Austria,1985,female,35-54 years,186,936799,19.85,0.764,"69,386,774,475",9759
Austria,1985,female,25-34 years,56,544765,10.28,0.764,"69,386,774,475",9759
Austria,1985,female,15-24 years,50,633592,7.89,0.764,"69,386,774,475",9759
Austria,1985,male,5-14 years,6,475074,1.26,0.764,"69,386,774,475",9759
Austria,1985,female,5-14 years,2,453859,0.44,0.764,"69,386,774,475",9759
Austria,1990,male,75+ years,186,165206,112.59,0.794,"166,463,386,663",23020
Austria,1990,male,55-74 years,320,598225,53.49,0.794,"166,463,386,663",23020
Austria,1990,male,35-54 years,418,985787,42.4,0.794,"166,463,386,663",23020
Austria,1990,female,75+ years,132,365227,36.14,0.794,"166,463,386,663",23020
Austria,1990,male,25-34 years,209,646830,32.31,0.794,"166,463,386,663",23020
Austria,1990,male,15-24 years,150,589106,25.46,0.794,"166,463,386,663",23020
Austria,1990,female,55-74 years,173,802079,21.57,0.794,"166,463,386,663",23020
Austria,1990,female,35-54 years,150,984274,15.24,0.794,"166,463,386,663",23020
Austria,1990,female,25-34 years,53,626994,8.45,0.794,"166,463,386,663",23020
Austria,1990,female,15-24 years,31,568627,5.45,0.794,"166,463,386,663",23020
Austria,1990,female,5-14 years,2,437872,0.46,0.794,"166,463,386,663",23020
Austria,1990,male,5-14 years,1,461126,0.22,0.794,"166,463,386,663",23020
Austria,1995,male,75+ years,184,147262,124.95,0.815,"241,038,283,063",32237
Austria,1995,male,55-74 years,333,670553,49.66,0.815,"241,038,283,063",32237
Austria,1995,male,35-54 years,437,1074328,40.68,0.815,"241,038,283,063",32237
Austria,1995,male,25-34 years,237,707468,33.5,0.815,"241,038,283,063",32237
Austria,1995,female,75+ years,100,341098,29.32,0.815,"241,038,283,063",32237
Austria,1995,male,15-24 years,134,509262,26.31,0.815,"241,038,283,063",32237
Austria,1995,female,55-74 years,141,843210,16.72,0.815,"241,038,283,063",32237
Austria,1995,female,35-54 years,136,1065630,12.76,0.815,"241,038,283,063",32237
Austria,1995,female,25-34 years,59,678262,8.7,0.815,"241,038,283,063",32237
Austria,1995,female,15-24 years,19,495368,3.84,0.815,"241,038,283,063",32237
Austria,1995,male,5-14 years,8,483644,1.65,0.815,"241,038,283,063",32237
Austria,1995,female,5-14 years,0,460945,0.0,0.815,"241,038,283,063",32237
Austria,2000,male,75+ years,172,172839,99.51,0.836,"196,799,778,883",25922
Austria,2000,male,55-74 years,342,730447,46.82,0.836,"196,799,778,883",25922
Austria,2000,male,35-54 years,383,1163122,32.93,0.836,"196,799,778,883",25922
Austria,2000,male,25-34 years,149,622975,23.92,0.836,"196,799,778,883",25922
Austria,2000,female,75+ years,92,394864,23.3,0.836,"196,799,778,883",25922
Austria,2000,male,15-24 years,106,485710,21.82,0.836,"196,799,778,883",25922
Austria,2000,female,55-74 years,143,840225,17.02,0.836,"196,799,778,883",25922
Austria,2000,female,35-54 years,132,1149412,11.48,0.836,"196,799,778,883",25922
Austria,2000,female,15-24 years,27,469025,5.76,0.836,"196,799,778,883",25922
Austria,2000,female,25-34 years,34,617481,5.51,0.836,"196,799,778,883",25922
Austria,2000,female,5-14 years,4,461175,0.87,0.836,"196,799,778,883",25922
Austria,2000,male,5-14 years,4,484798,0.83,0.836,"196,799,778,883",25922
Austria,2005,male,75+ years,166,210054,79.03,0.853,"315,974,418,605",40367
Austria,2005,male,55-74 years,331,782050,42.32,0.853,"315,974,418,605",40367
Austria,2005,male,35-54 years,364,1266464,28.74,0.853,"315,974,418,605",40367
Austria,2005,female,75+ years,81,421281,19.23,0.853,"315,974,418,605",40367
Austria,2005,male,25-34 years,102,548943,18.58,0.853,"315,974,418,605",40367
Austria,2005,male,15-24 years,83,515674,16.1,0.853,"315,974,418,605",40367
Austria,2005,female,55-74 years,96,869065,11.05,0.853,"315,974,418,605",40367
Austria,2005,female,35-54 years,121,1250028,9.68,0.853,"315,974,418,605",40367
Austria,2005,female,25-34 years,33,546238,6.04,0.853,"315,974,418,605",40367
Austria,2005,female,15-24 years,18,497688,3.62,0.853,"315,974,418,605",40367
Austria,2005,male,5-14 years,3,471447,0.64,0.853,"315,974,418,605",40367
Austria,2005,female,5-14 years,1,448529,0.22,0.853,"315,974,418,605",40367
Austria,2010,male,75+ years,180,240431,74.87,0.879,"391,892,746,545",49181
Austria,2010,male,55-74 years,287,838208,34.24,0.879,"391,892,746,545",49181
Austria,2010,male,35-54 years,325,1296607,25.07,0.879,"391,892,746,545",49181
Austria,2010,male,15-24 years,91,518657,17.55,0.879,"391,892,746,545",49181
Austria,2010,male,25-34 years,85,542986,15.65,0.879,"391,892,746,545",49181
Austria,2010,female,75+ years,62,431151,14.38,0.879,"391,892,746,545",49181
Austria,2010,female,55-74 years,90,923411,9.75,0.879,"391,892,746,545",49181
Austria,2010,female,35-54 years,102,1291400,7.9,0.879,"391,892,746,545",49181
Austria,2010,female,25-34 years,25,539299,4.64,0.879,"391,892,746,545",49181
Austria,2010,female,15-24 years,14,499638,2.8,0.879,"391,892,746,545",49181
Austria,2010,male,5-14 years,2,433795,0.46,0.879,"391,892,746,545",49181
Austria,2010,female,5-14 years,1,412838,0.24,0.879,"391,892,746,545",49181
Austria,2011,male,75+ years,196,245207,79.93,0.8809999999999999,"431,120,310,089",53923
Austria,2011,male,55-74 years,276,855700,32.25,0.8809999999999999,"431,120,310,089",53923
Austria,2011,male,35-54 years,336,1292255,26.0,0.8809999999999999,"431,120,310,089",53923
Austria,2011,male,25-34 years,97,546027,17.76,0.8809999999999999,"431,120,310,089",53923
Austria,2011,female,75+ years,58,431128,13.45,0.8809999999999999,"431,120,310,089",53923
Austria,2011,male,15-24 years,67,518095,12.93,0.8809999999999999,"431,120,310,089",53923
Austria,2011,female,55-74 years,113,942311,11.99,0.8809999999999999,"431,120,310,089",53923
Austria,2011,female,35-54 years,95,1288452,7.37,0.8809999999999999,"431,120,310,089",53923
Austria,2011,female,15-24 years,23,498172,4.62,0.8809999999999999,"431,120,310,089",53923
Austria,2011,female,25-34 years,23,542031,4.24,0.8809999999999999,"431,120,310,089",53923
Austria,2011,male,5-14 years,3,428198,0.7,0.8809999999999999,"431,120,310,089",53923
Austria,2011,female,5-14 years,1,407570,0.25,0.8809999999999999,"431,120,310,089",53923
Austria,2012,male,75+ years,189,250032,75.59,0.884,"409,425,234,155",50979
Austria,2012,male,55-74 years,298,874391,34.08,0.884,"409,425,234,155",50979
Austria,2012,male,35-54 years,332,1286522,25.81,0.884,"409,425,234,155",50979
Austria,2012,male,25-34 years,99,553047,17.9,0.884,"409,425,234,155",50979
Austria,2012,female,75+ years,76,430436,17.66,0.884,"409,425,234,155",50979
Austria,2012,male,15-24 years,66,519503,12.7,0.884,"409,425,234,155",50979
Austria,2012,female,55-74 years,99,962372,10.29,0.884,"409,425,234,155",50979
Austria,2012,female,35-54 years,87,1283769,6.78,0.884,"409,425,234,155",50979
Austria,2012,female,25-34 years,20,547787,3.65,0.884,"409,425,234,155",50979
Austria,2012,female,15-24 years,6,497838,1.21,0.884,"409,425,234,155",50979
Austria,2012,male,5-14 years,3,422849,0.71,0.884,"409,425,234,155",50979
Austria,2012,female,5-14 years,1,402730,0.25,0.884,"409,425,234,155",50979
Austria,2013,male,75+ years,221,255540,86.48,0.884,"430,068,712,972",53229
Austria,2013,male,55-74 years,299,893602,33.46,0.884,"430,068,712,972",53229
Austria,2013,male,35-54 years,317,1282009,24.73,0.884,"430,068,712,972",53229
Austria,2013,female,75+ years,64,431074,14.85,0.884,"430,068,712,972",53229
Austria,2013,male,25-34 years,75,563630,13.31,0.884,"430,068,712,972",53229
Austria,2013,female,55-74 years,118,981829,12.02,0.884,"430,068,712,972",53229
Austria,2013,male,15-24 years,54,518852,10.41,0.884,"430,068,712,972",53229
Austria,2013,female,35-54 years,94,1279480,7.35,0.884,"430,068,712,972",53229
Austria,2013,female,25-34 years,25,556475,4.49,0.884,"430,068,712,972",53229
Austria,2013,female,15-24 years,20,496526,4.03,0.884,"430,068,712,972",53229
Austria,2013,female,5-14 years,3,400256,0.75,0.884,"430,068,712,972",53229
Austria,2013,male,5-14 years,1,420342,0.24,0.884,"430,068,712,972",53229
Austria,2014,male,75+ years,206,269625,76.4,0.885,"441,885,415,806",54278
Austria,2014,male,55-74 years,282,906857,31.1,0.885,"441,885,415,806",54278
Austria,2014,male,35-54 years,321,1280204,25.07,0.885,"441,885,415,806",54278
Austria,2014,female,75+ years,77,442472,17.4,0.885,"441,885,415,806",54278
Austria,2014,male,25-34 years,100,576126,17.36,0.885,"441,885,415,806",54278
Austria,2014,male,15-24 years,79,516580,15.29,0.885,"441,885,415,806",54278
Austria,2014,female,55-74 years,108,993973,10.87,0.885,"441,885,415,806",54278
Austria,2014,female,35-54 years,93,1276047,7.29,0.885,"441,885,415,806",54278
Austria,2014,female,25-34 years,29,566622,5.12,0.885,"441,885,415,806",54278
Austria,2014,female,15-24 years,17,493605,3.44,0.885,"441,885,415,806",54278
Austria,2014,male,5-14 years,2,419646,0.48,0.885,"441,885,415,806",54278
Austria,2014,female,5-14 years,0,399408,0.0,0.885,"441,885,415,806",54278
Azerbaijan,1995,male,75+ years,2,36600,5.46,0.609,"3,052,467,522",462
Azerbaijan,1995,male,35-54 years,18,677600,2.66,0.609,"3,052,467,522",462
Azerbaijan,1995,male,55-74 years,8,377400,2.12,0.609,"3,052,467,522",462
Azerbaijan,1995,male,15-24 years,9,663600,1.36,0.609,"3,052,467,522",462
Azerbaijan,1995,female,75+ years,1,95000,1.05,0.609,"3,052,467,522",462
Azerbaijan,1995,male,25-34 years,5,642900,0.78,0.609,"3,052,467,522",462
Azerbaijan,1995,female,25-34 years,3,675100,0.44,0.609,"3,052,467,522",462
Azerbaijan,1995,female,35-54 years,3,733900,0.41,0.609,"3,052,467,522",462
Azerbaijan,1995,female,15-24 years,0,622300,0.0,0.609,"3,052,467,522",462
Azerbaijan,1995,female,5-14 years,0,788700,0.0,0.609,"3,052,467,522",462
Azerbaijan,1995,female,55-74 years,0,463500,0.0,0.609,"3,052,467,522",462
Azerbaijan,1995,male,5-14 years,0,829300,0.0,0.609,"3,052,467,522",462
Azerbaijan,2000,male,75+ years,1,37950,2.64,0.64,"5,272,617,196",711
Azerbaijan,2000,male,55-74 years,9,361300,2.49,0.64,"5,272,617,196",711
Azerbaijan,2000,female,75+ years,2,83300,2.4,0.64,"5,272,617,196",711
Azerbaijan,2000,male,25-34 years,11,607350,1.81,0.64,"5,272,617,196",711
Azerbaijan,2000,male,35-54 years,14,931050,1.5,0.64,"5,272,617,196",711
Azerbaijan,2000,male,15-24 years,11,736900,1.49,0.64,"5,272,617,196",711
Azerbaijan,2000,female,55-74 years,3,434150,0.69,0.64,"5,272,617,196",711
Azerbaijan,2000,female,15-24 years,4,738550,0.54,0.64,"5,272,617,196",711
Azerbaijan,2000,female,25-34 years,3,677500,0.44,0.64,"5,272,617,196",711
Azerbaijan,2000,female,35-54 years,3,1000200,0.3,0.64,"5,272,617,196",711
Azerbaijan,2000,female,5-14 years,1,878950,0.11,0.64,"5,272,617,196",711
Azerbaijan,2000,male,5-14 years,0,928050,0.0,0.64,"5,272,617,196",711
Bahamas,2000,male,25-34 years,4,24338,16.44,0.778,"8,076,470,000",29942
Bahamas,2000,male,35-54 years,5,36060,13.87,0.778,"8,076,470,000",29942
Bahamas,2000,female,55-74 years,1,15459,6.47,0.778,"8,076,470,000",29942
Bahamas,2000,female,15-24 years,1,25774,3.88,0.778,"8,076,470,000",29942
Bahamas,2000,female,25-34 years,0,25314,0.0,0.778,"8,076,470,000",29942
Bahamas,2000,female,35-54 years,0,39420,0.0,0.778,"8,076,470,000",29942
Bahamas,2000,female,5-14 years,0,29453,0.0,0.778,"8,076,470,000",29942
Bahamas,2000,female,75+ years,0,3494,0.0,0.778,"8,076,470,000",29942
Bahamas,2000,male,15-24 years,0,25606,0.0,0.778,"8,076,470,000",29942
Bahamas,2000,male,5-14 years,0,29702,0.0,0.778,"8,076,470,000",29942
Bahamas,2000,male,55-74 years,0,12981,0.0,0.778,"8,076,470,000",29942
Bahamas,2000,male,75+ years,0,2137,0.0,0.778,"8,076,470,000",29942
Bahamas,2005,male,25-34 years,1,26366,3.79,0.78,"9,836,200,000",32596
Bahamas,2005,female,25-34 years,1,26917,3.72,0.78,"9,836,200,000",32596
Bahamas,2005,male,5-14 years,1,28690,3.49,0.78,"9,836,200,000",32596
Bahamas,2005,male,35-54 years,1,43193,2.32,0.78,"9,836,200,000",32596
Bahamas,2005,female,15-24 years,0,28757,0.0,0.78,"9,836,200,000",32596
Bahamas,2005,female,35-54 years,0,46362,0.0,0.78,"9,836,200,000",32596
Bahamas,2005,female,5-14 years,0,28118,0.0,0.78,"9,836,200,000",32596
Bahamas,2005,female,55-74 years,0,20307,0.0,0.78,"9,836,200,000",32596
Bahamas,2005,female,75+ years,0,4589,0.0,0.78,"9,836,200,000",32596
Bahamas,2005,male,15-24 years,0,28762,0.0,0.78,"9,836,200,000",32596
Bahamas,2005,male,55-74 years,0,17085,0.0,0.78,"9,836,200,000",32596
Bahamas,2005,male,75+ years,0,2617,0.0,0.78,"9,836,200,000",32596
Bahamas,2010,male,75+ years,1,3090,32.36,0.774,"10,095,760,000",30239
Bahamas,2010,female,15-24 years,2,31792,6.29,0.774,"10,095,760,000",30239
Bahamas,2010,male,35-54 years,3,50326,5.96,0.774,"10,095,760,000",30239
Bahamas,2010,male,55-74 years,1,21188,4.72,0.774,"10,095,760,000",30239
Bahamas,2010,female,55-74 years,1,25150,3.98,0.774,"10,095,760,000",30239
Bahamas,2010,male,15-24 years,1,31968,3.13,0.774,"10,095,760,000",30239
Bahamas,2010,female,35-54 years,1,53312,1.88,0.774,"10,095,760,000",30239
Bahamas,2010,female,25-34 years,0,28521,0.0,0.774,"10,095,760,000",30239
Bahamas,2010,female,5-14 years,0,26732,0.0,0.774,"10,095,760,000",30239
Bahamas,2010,female,75+ years,0,5772,0.0,0.774,"10,095,760,000",30239
